FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,SEDOL
Equities,LLY,FIN-Eli Lilly and Company,,362.94,167108.3040185372,112142.57147080936,60650287.860487886,
Equities,TXN,FIN-Texas Instruments,,161.66,130548.02786790418,236328.6163157715,21104394.18512539,
Equities,ITW,FIN-Illinois Tool Works,,217.94,167068.3895227882,-45019.67521042305,36410884.81259646,
Equities,BBY,FIN-Best Buy,,78.32,79921.35562034679,-1933.3130304594251,6259440.57218556,
Equities,BEN,FIN-Franklin Templeton,,25.79,143050.91378940528,1497.6347638441875,3689283.066628762,
Equities,IQV,FIN-IQVIA,,204.89,137038.256825434,94691.24470484784,28077768.440963168,
Equities,UAL,FIN-United Airlines Holdings,,37.7,210967.73740934816,162495.38821886652,7953483.700332427,
Equities,MO,FIN-Altria,,43.84,88080.73621828835,-360.6530341615607,3861459.475809762,
Equities,ZTS,FIN-Zoetis,,145.57,196698.63505095488,-57181.5066099836,28633420.3043675,
Equities,INVH,FIN-Invitation Homes,,28.96,179465.13917150226,89132.8955211057,5197310.4304067055,
Equities,ON,FIN-ON Semiconductor,,62.37,250154.61829056984,588431.7180840303,15602143.54278284,
Equities,HD,FIN-Home Depot (The),,311.35,18357.039454006434,7411.577572006518,5715464.234004904,
Equities,PRU,FIN-Prudential Financial,,95.45,151737.75950059155,304809.27342215006,14483369.144331465,
Equities,APTV,FIN-Aptiv,,93.13,133232.27770702282,-249050.09182907248,12407922.022855034,
Equities,VICI,FIN-Vici Properties,,31.61,171601.98350895397,34759.52212940264,5424338.698718035,
Equities,ESS,FIN-Essex Property Trust,,207.42,147207.13436121703,-177585.95811420382,30533703.809203636,
Equities,TAP,FIN-Molson Coors Beverage Company,,50.78,42394.472435263866,-27527.88966013224,2152791.310262699,
Equities,CPB,FIN-Campbell Soup Company,,55.55,105029.71761357984,29103.55973720474,5834400.813434361,
Equities,FANG,FIN-Diamondback Energy,,132.4,44123.248415399794,82744.53099570259,5841918.090198933,
Equities,K,FIN-Kellogg's,,69.99,172495.93626498472,11148.11866268888,12072990.57918628,
Equities,DLTR,FIN-Dollar Tree,,141.44,43459.463753657,-105228.54788062743,6146906.553317246,
Equities,CVX,FIN-Chevron Corporation,,174.51,54724.505499141305,18744.30902433129,9549973.454655148,
Equities,DFS,FIN-Discover Financial,,95.86,87907.55348879898,159064.87338138712,8426818.07743627,
Government Bond,IT0005387052,FIN-BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,,114.41,3197.0006638642676,-154.76213930834314,365768.8459527109,BK5MSX9
Government Bond,JP1300521G93,FIN-JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,,98.05,7232319.166716113,121924.29673952228,709128894.2965149,BD8CPW5
Government Bond,SE0008014062,FIN-SWEDEN I/L BOND 0.125 % 06/01/2026,,122.4,7773.716671844168,-279.4255437740378,951502.9206337262,BDCRN33
Government Bond,US9128285W63,FIN-TSY INFL IX N/B 0.875% 01/15/2029,,126.98,12741.651543060749,-106.44956779360938,1617934.9129378535,BJB9TW3
Government Bond,US9128282L36,FIN-TSY INFL IX N/B 0.375% 07/15/2027 ,,125.83,13754.418045667117,-137.00850809424009,1730718.4226862933,BYZ6DQ7
Government Bond,IT0005024234,FIN-BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,,120.7,20592.02997058889,-243.1353171955176,2485458.0174500793,BMNDJV3
Government Bond,FR0000188799,FIN-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,,209.53,3414.770316586711,-48.501014641792906,715496.8244344136,7453317
Government Bond,NL0011819040,FIN-NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,,104.36,30094.58040488866,-19.668693827271586,3140670.4110541805,BZ571P2
Government Bond,FR0013238268,FIN-FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,,119.91,4916.682243704844,349.1158172456808,589559.3678426478,BDCKIW3
Government Bond,GB00BBJNQY21,FIN-UNITED KINGDOM GILT 3.5% 07/22/2068 REGS,,196.43,7614.237579511281,-293.0121082755014,1495664.687743401,BBJNQY2
Government Bond,GB00B7RN0G65,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,,225.21,5892.926636446075,882.7579905197097,1327146.0077940205,B7RN0G6
Government Bond,US912810FH69,FIN-TSY INFL IX N/B 3.875% 04/15/2029,,234.87,5752.595165711018,-70.59760970576643,1351112.026570547,2407096
Government Bond,DE0001030559,FIN-DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,,136.11,7663.675095020745,403.26341857106905,1043102.8171832736,BLM7VX5
Government Bond,GB00BYMWG366,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,,220.2,4318.032727831456,99.37027390903609,950830.8066684866,BYMWG36
Government Bond,GB0008932666,FIN-UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,,385.81,1350.6659861167363,-31.981716875780705,521100.4441036981,893266
Government Bond,US912810FS25,FIN-TSY INFL IX N/B 2% 01/15/2026,,161.57,7369.018218557863,54.06496696585371,1190612.273572394,BZ56W67
Government Bond,SE0007045745,FIN-SWEDEN I/L BOND 0.125 % 06/01/2032 144A ,,139.16,6147.741717209853,-90.8316111116856,855519.7373669231,BX3JD83
Government Bond,ES00000128E2,FIN-BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,,150.7,2255.1452163302147,-170.85383178488,339850.3841009633,BYZK819
Government Bond,FR0013209871,FIN-FRANCE (GOVT OF) 0.1% 07/25/2047 0.0% 144A,,152.25,3828.128163709504,122.23119261494443,582832.512924772,BYX4Z34
CASH,USDCURR,FIN-CASH,,,,,139612787.7756672,
Equities,FANG,Diamondback Energy,,143.28,100973.57728689084,-16046.41899203034,14467494.15366572,
Equities,AOS,A. O. Smith,,59.67,364355.6621702104,84515.48864772993,21741102.361696456,
Equities,ADM,ADM,,95.88,33573.54412682241,-5327.443720026991,3219031.4108797326,
Equities,TMO,Thermo Fisher Scientific,,559.19,252321.60378887277,-246956.65923493585,141095717.62269977,
Equities,CHRW,C.H. Robinson,,98.36,265500.95145618333,-14316.48239168804,26114673.58523019,
Equities,CHD,Church & Dwight,,81.14,86760.70687872049,67829.25433294132,7039763.756139381,
Equities,JBHT,J.B. Hunt,,182.69,55950.47109924601,104067.87624459772,10221591.565121254,
Equities,SO,Southern Company,,65.63,48480.98626944156,5946.089704269189,3181807.128863449,
Equities,FAST,Fastenal,,50.52,301285.5288051537,125341.08645270232,15220944.915236363,
Equities,STT,State Street Corporation,,77.69,34072.911005120026,-17114.078423700343,2647124.4559877748,
Equities,FCX,Freeport-McMoRan,,39.38,297130.2987019704,-496108.2859458225,11700991.162883596,
Equities,STZ,Constellation Brands,,254.62,231739.0877930121,555809.202820924,59005406.53385674,
Equities,NSC,Norfolk Southern Railway,,251.93,338557.93920685543,-1134031.7402526569,85292901.62438309,
Equities,ALL,Allstate,,131.9,42033.06546715596,-16024.102100215334,5544161.335117872,
Equities,SJM,J.M. Smucker Company (The),,150.85,156308.35584170456,106025.95248081452,23579115.47872113,
Equities,EVRG,Evergy,,57.37,41982.33153177014,-9301.2214874012,2408526.359977653,
Equities,MSFT,Microsoft,,253.41,176663.1731037503,248285.5380363012,44768214.69622137,
Equities,AXP,American Express,,155.93,142448.3278746342,67135.39528949029,22211967.765491713,
Equities,SYK,Stryker Corporation,,231.96,289020.1167452935,-88094.65907362287,67041106.28023828,
Equities,VICI,Vici Properties,,32.97,199276.6168511393,-3579.279141470169,6570150.057582061,
Equities,ARE,Alexandria Real Estate Equities,,151.1,316977.1726347366,-181724.4750544014,47895250.78510869,
Equities,DD,DuPont,,69.47,122005.20940600031,255535.34492588823,8475701.897434842,
Equities,AMT,American Tower,,216.23,279229.0711912505,-230095.90018242592,60377702.0636841,
Equities,HON,Honeywell,,216.07,161010.7876765493,-221278.66835909677,34789600.89327201,
Equities,RCL,Royal Caribbean Group,,59.93,133302.6904557495,-21789.86286295969,7988830.239013068,
Equities,APH,Amphenol,,79.79,298344.5308888711,290976.87631509214,23804910.119623028,
Equities,PHM,PulteGroup,,44.4,12422.566464471993,-10442.735033582325,551561.9510225565,
Equities,ETN,Eaton Corporation,,161.18,365455.3806172403,-918426.0922303796,58904098.2478868,
Equities,MDLZ,Mondelez International,,66.5,319295.71348186873,-128838.39404999877,21233164.94654427,
Equities,LEN,Lennar,,86.94,119948.18991627362,-186953.73049019228,10428295.631320829,
Equities,ATVI,Activision Blizzard,,73.16,286737.0896529314,59734.9690093512,20977685.47900846,
Equities,AZO,AutoZone,,2579.0,105068.16825777967,-1235941.7210326735,270970805.9368138,
Equities,VRSK,Verisk,,182.77,222116.0682011636,-12255.28943180056,40596153.78512668,
Equities,CSGP,CoStar Group,,81.04,339109.24797138147,-90133.90960645497,27481413.455600757,
Equities,JKHY,Jack Henry & Associates,,188.08,81360.32104706792,-101880.70005158888,15302249.182532536,
Equities,CI,Cigna,,324.84,52118.488641520955,14510.485336750302,16930169.850311667,
Equities,CMA,Comerica,,68.68,86862.29554457638,-16647.74900094567,5965702.4580015065,
Equities,TTWO,Take-Two Interactive,,105.69,353350.7468145195,1049420.2799104955,37345640.43082657,
Equities,NEM,Newmont,,46.01,82486.61441263324,-59568.4952639896,3795209.129125255,
Equities,EXC,Exelon,,40.31,23574.36864261332,6242.689954141505,950282.799983743,
Equities,WEC,WEC Energy Group,,96.63,47834.8533637778,69026.90135477384,4622281.880541849,
Equities,LNT,Alliant Energy,,54.91,293498.7152890193,4038.040752197416,16116014.456520049,
Equities,BSX,Boston Scientific,,45.27,3701.4029716486857,-1185.8695011183934,167562.51252653598,
Equities,HPQ,HP Inc.,,29.24,161209.25399997525,14732.748291774014,4713758.586959276,
Equities,UDR,"UDR, Inc.",,40.23,44832.73313486374,-8420.830674847643,1803620.854015568,
Equities,OXY,Occidental Petroleum,,68.94,148414.517880923,18134.682130299723,10231696.862710832,
Equities,ILMN,Illumina,,218.08,329158.1489307046,-209727.85585865076,71782809.11880808,
Equities,MHK,Mohawk Industries,,101.33,1205.534940834602,71.53484889400909,122156.85555477024,
Equities,TROW,T. Rowe Price,,120.9,3587.9763875360904,6675.951722582271,433786.34525311337,
Equities,AMD,AMD,,77.63,250978.00006673817,-165693.3970380697,19483422.14518088,
Equities,ULTA,Ulta Beauty,,464.84,346372.65638745204,1363251.525768523,161007865.5951432,
Equities,XOM,ExxonMobil,,108.65,361808.335433505,2520.751818169931,39310475.64485032,
Equities,ABC,AmerisourceBergen,,169.24,167916.64264323408,-239235.14754135313,28418212.60094094,
Equities,NI,NiSource,,27.19,340458.5290624759,30369.333721954685,9257067.40520872,
Equities,T,AT&T,,18.41,344551.06651693245,-78299.37361212302,6343185.134576727,
Equities,CEG,Constellation Energy,,95.18,144156.85354629398,-32675.553470492978,13720849.32053626,
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.62,5708.433371430207,-5.376142039021237,694259.6666333418,
Government Bond,IT0004735152,BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,IT0004735152,140.89,5272.080393741345,-132.70759883932806,742783.406674218,
Government Bond,FR0000188799,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,210.21,3468.702441646102,308.8096687450631,729155.9402584272,
Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,105.06,95205.53659688053,-3904.598379986128,10002293.674868269,
Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,US912810FS25,161.72,6020.787801417504,140.24893937417204,973681.8032452388,
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,US912810FQ68,232.45,1522.2796463482946,30.415192934028383,353853.90379366104,
Government Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,GB00B3MYD345,274.31,4146.164376345133,346.2740058064337,1137334.3500752335,
Government Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,MX0MG00000H9,106.16,3646247.2151864194,23044.65225242138,387085604.3641903,
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,180.15,5181.089362631474,158.93410268131606,933373.24867806,
Government Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,JP1103571L10,100.99,6023191.748792658,-0.0,608282134.7105705,
Government Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,GB00BL68HJ26,98.06,21618.920539430983,3355.4528216265653,2119951.348096602,
Government Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,CA135087YK42,187.47,2459.964650747234,-92.7734108899522,461169.573075584,
Government Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,ES00000128E2,151.11,2426.7174391470667,-200.07762469864463,366701.27222951327,
Government Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,CND100045210,101.91,34023.71380561065,-75.18770188552293,3467356.673929781,
Government Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,207.65,1669.5138044253886,369.7651191107276,346674.5414889319,
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.43,6571.772465125982,-245.05406457499453,896586.9174171378,
Government Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,BE0000304130,161.06,4383.105772021147,117.73022103648044,705943.0156417259,
Government Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,US912810SM18,130.45,4362.215280308183,175.97293577218113,569050.9833162024,
Government Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,CA135087WV25,231.37,1684.351733916694,-105.53513742722676,389708.4606763055,
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,ES0000012B39,108.52,30216.991930022712,-85.85047844845153,3279147.9642460644,
CASH,USDCURR,CASH,,,,,128950146.71746255,
Equities,POOL,X_Pool Corporation,,340.37,44092.61444564598,83352.76675863854,15007803.178864522,
Equities,WHR,X_Whirlpool Corporation,,128.58,107197.839425305,-68960.25958906203,13783498.193305718,
Equities,AVGO,X_Broadcom Inc.,,638.14,4073.4085199816536,15855.70861233108,2599404.912941092,
Equities,NVR,"X_NVR, Inc.",,5572.19,46069.67664148264,208103.77128062333,256708991.48490316,
Equities,MA,X_Mastercard,,362.32,139441.1338466498,181743.66087197495,50522311.61531816,
Equities,RJF,X_Raymond James,,92.89,51460.627888371426,-81133.61763077328,4780177.724550822,
Equities,O,X_Realty Income,,62.26,52436.2090225331,-18.387916664831543,3264678.3737429106,
Equities,J,X_Jacobs Solutions,,117.0,89457.83369615905,-1909.278680364597,10466566.542450609,
Equities,SPG,X_Simon Property Group,,110.13,130208.7383708149,-88008.84109809987,14339888.356777843,
Equities,VLO,X_Valero Energy,,137.22,71515.78789501684,83193.35322072837,9813396.41495421,
Equities,COST,X_Costco,,494.9,83767.17591754753,-33895.05971883214,41456375.361594275,
Equities,K,X_Kellogg's,,66.37,138154.4956149229,11195.253986324173,9169313.873962434,
Equities,ANET,X_Arista Networks,,167.86,38385.34356611955,-168109.02066500447,6443363.771008828,
Equities,GRMN,X_Garmin,,100.23,25169.570194826345,10589.623908405893,2522746.0206274446,
Equities,MTB,X_M&T Bank,,118.33,126152.45888655918,145655.04239190454,14927620.460046548,
Equities,CMG,X_Chipotle Mexican Grill,,1708.29,83137.21951328954,3291384.3028729577,142022480.7223574,
Equities,WRB,X_Berkley,,62.14,23391.24608819539,-5999.228070387634,1453532.0319204614,
Equities,VTRS,X_Viatris,,9.4,12074.164414944607,2455.0009877010516,113497.14550047932,
Equities,MCO,X_Moody's Corporation,,304.55,83846.62987844493,202174.4368990886,25535491.129480407,
Equities,KMI,X_Kinder Morgan,,16.95,120290.71712461274,-7857.996732753139,2038927.655262186,
Equities,ALLE,X_Allegion,,106.32,97460.9112977716,-21561.16340132274,10362044.089179078,
Equities,PPL,X_PPL Corporation,,27.54,142067.29362823337,-1771.3589866821912,3912533.266521547,
Equities,CFG,X_Citizens Financial Group,,29.54,75288.81916802144,81792.5076592346,2224031.7182233534,
Equities,ABBV,X_AbbVie,,156.19,52227.25542406915,66776.27657791718,8157375.02468536,
Equities,MAS,X_Masco,,49.2,114029.48703849188,-6783.552170103425,5610250.762293802,
Equities,FOX,X_Fox Corporation (Class B),,31.31,149455.37693510758,5489.959137123887,4679447.851838218,
Equities,CSX,X_CSX,,29.83,57155.774299838835,-624.2811213367445,1704956.7473641925,
Equities,MKC,X_McCormick & Company,,82.45,41456.29074828527,-17331.555617304086,3418071.1721961205,
Equities,QRVO,X_Qorvo,,101.57,61093.38877755947,-3146.294301967439,6205255.498136715,
Equities,HST,X_Host Hotels & Resorts,,16.34,4241.809642299266,199.85250839751913,69311.16955517,
Equities,CDAY,X_Ceridian,,73.22,12535.977664290482,224.4316427946052,917884.2845793492,
Equities,SEE,X_Sealed Air,,45.68,103671.94092677998,18702.636899550816,4735734.261535309,
Equities,MNST,X_Monster Beverage,,54.01,88445.41481649037,1518.7908389685667,4776936.854238645,
Equities,LNC,X_Lincoln Financial,,21.6,150888.17949879705,-228431.556400764,3259184.6771740164,
Equities,LOW,X_Lowe's,,198.04,115486.7965057049,32961.36217262875,22871005.179989796,
Equities,WAB,X_Wabtec,,100.73,8259.084454841715,2448.9155366050463,831937.577136206,
Equities,EXPE,X_Expedia Group,,97.03,69937.23374721363,66863.47987967596,6786009.790492139,
Equities,SHW,X_Sherwin-Williams,,223.68,97058.48214517436,-2913.463240449209,21710041.2862326,
Equities,GPC,X_Genuine Parts Company,,166.24,146951.28732981184,-225128.2837731961,24429182.00570792,
Equities,HWM,X_Howmet Aerospace,,42.3,77128.1267693152,2503.233153509404,3262519.762342033,
Equities,VRSN,X_Verisign,,211.33,72732.87811421795,-134262.4897744971,15370639.13187768,
Equities,TGT,X_Target Corporation,,163.12,98977.96601610097,5335.250924690839,16145285.81654639,
Equities,HON,X_Honeywell,,189.09,51833.23600889158,-2790.459222153292,9801146.59692131,
Equities,DHI,X_D.R. Horton,,97.27,147926.2493422003,382.9113386958501,14388786.27351582,
Equities,LHX,X_L3Harris,,194.97,125168.46801497784,-160839.32375986638,24404096.208880227,
Equities,SJM,X_J.M. Smucker Company (The),,155.2,37034.26507649598,13909.976557893524,5747717.939872176,
Equities,CMS,X_CMS Energy,,60.4,92650.48990024488,223.7660868884419,5596089.589974791,
Equities,ADI,X_Analog Devices,,196.28,149881.79705641733,295757.9381522363,29418799.126233593,
Equities,CAH,X_Cardinal Health,,75.1,37016.0009841858,-982.6365427023812,2779901.6739123533,
Equities,KO,X_Coca-Cola Company (The),,61.56,15035.372262805926,4177.911115954194,925577.5164983328,
Equities,OMC,X_Omnicom Group,,93.64,67875.0939010394,10669.170737569326,6355823.79289333,
Government Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,,108.09,24464.25206268584,4.518330978123669,2644341.0054557123,BF5F9L8
Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,,104.56,89743.7790940793,44.85394796784858,9383609.542076932,BJK1TG4
Government Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,,109.23,17292.142658928376,-48.98623982701751,1888820.7426347467,B61HV19
Government Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,,450.92,4020.14208137392,182.11866629616708,1812762.467333128,B0CNHZ0
Government Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,,115.34,36334.094599323245,-91.41780091591264,4190774.4710859433,B66W7L1
Government Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,,384.75,1442.6289661352455,-25.90461113271395,555051.4947205357,893266
Government Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,,142.96,2437.5605364946114,-31.820433297103904,348473.65429726965,BNNGP55
Government Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,121.32,7029.614882273452,11.836255007513314,852832.8775174152,BWBXZW8
Government Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,,162.31,1196.3098617982394,-2.063640528046475,194173.05366847225,BJZ2W85
Government Bond,SE0000556599,X_SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,,192.08,8036.439799735251,-84.30407117724599,1543639.356733147,5681217
Government Bond,GB00B6460505,X_UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,,152.38,13102.34203215362,-392.5604422085432,1996534.8788595689,B646050
Government Bond,FR0014001N38,X_FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,,122.54,2513.7418233556223,1.3798108119497623,308033.92303399794,BN4Q1D4
Government Bond,IT0005246134,X_BUONI POLIENNALI DEL TES 1.3% 05/15/2028 144A,,124.24,5904.335240648624,-7.61430816798658,733554.610298185,BYXYY37
Government Bond,CA135087XQ21,X_CANADIAN GOVERNMENT RRB 3.0% 12/01/2036,,209.87,2075.6983282832794,-1.3137331191665085,435626.80815681187,2740081
Government Bond,FR0013415627,X_FRANCE (GOVT OF) 0% 03/25/2025REGS ,,101.48,42795.57929328334,258.8696888498851,4342895.386682394,BGRX2V8
Government Bond,JP1300671L78,X_JAPAN (30 YEAR ISSUE) 0.6 % 06/20/2050 ,,97.87,4983105.46845387,-3302.6130570828304,487696532.1975803,BMVQTR0
Government Bond,US912810SV17,X_TSY INFL IX N/B 0.125% 02/15/2051 ,,125.88,6047.805547241522,109.0112314296124,761297.7622867627,BMT9GR0
Government Bond,IT0004243512,X_BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,,134.85,7100.141715528882,-1.3272598641779791,957454.1103390696,B1Z5FX4
Government Bond,NL0012818504,X_NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,,106.83,3960.773879488579,7.0604093117746025,423129.4735457649,BFM0LR6
Government Bond,GB00BD9MZZ71,X_UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,,325.62,3605.044003367365,47.655743042641454,1173874.4283764812,BD9MZZ7
Government Bond,CA135087VS05,X_CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,,206.66,1533.8394412765258,0.2088224330098012,316983.2589342068,2210799
Government Bond,ES0000012411,X_BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,,153.62,14431.648066441749,-166.192891951957,2216989.7759667817,7040582
Government Bond,AT0000A04967,X_REPUBLIC OF AUSTRIA 4.15 % 03/15/2037 144A ,,157.48,2652.6823700253353,-22.42154549025316,417744.4196315898,B1N0ZF3
Government Bond,AU000XCLWAF4,X_AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,,155.6,2030.450269331577,-32.755301823775575,315938.06190799334,BDSTKV0
CASH,USDCURR,X_CASH,,,,,97460769.90899128,
Equities,HSIC,Henry Schein,,80.92,8472.832052161762,2319.7889753681725,685621.5696609298,
Equities,JNPR,Juniper Networks,,32.77,8996.41187107714,2480.7504215690824,294812.4170151979,
Equities,CRL,Charles River Laboratories,,228.57,9295.780730171777,3743.403129370468,2124736.6014953624,
Equities,ACN,Accenture,,297.45,3824.796755405584,3068.3453931349204,1137685.7948953907,
Equities,LEN,Lennar,,86.94,3515.4925804303425,-3865.2926631422706,305636.924942614,
Equities,CTSH,Cognizant,,61.4,777.2335642615852,35.69517109942027,47722.140845661335,
Equities,COF,Capital One,,101.48,8940.28499940554,424.32994474788495,907260.1217396742,
Equities,PG,Procter & Gamble,,146.39,7536.326911657204,7230.542077448094,1103242.896597498,
Equities,APTV,Aptiv,,106.67,5662.357083037888,-20491.339121562203,604003.6300476515,
Equities,ROL,"Rollins, Inc.",,40.04,7126.799987854147,316.3268640473864,285357.07151368004,
Equities,SWKS,Skyworks Solutions,,94.5,815.1989983526379,2029.9804422807583,77036.30534432428,
Equities,PNW,Pinnacle West,,75.77,7332.902818294911,10813.701755443975,555614.0465422054,
Equities,RSG,Republic Services,,137.8,6349.296550827193,-6400.302503481871,874933.0647039872,
Equities,ADP,ADP,,259.88,3548.8202010720975,16237.70454669834,922267.3938546168,
Equities,SPGI,S&P Global,,350.18,1277.211177376085,1218.0857194226032,447253.81009355746,
Equities,CTAS,Cintas,,458.21,6195.029281912413,33354.96674911719,2838624.3672650866,
Equities,WHR,Whirlpool Corporation,,140.89,2356.9554528032004,-4145.184038454848,332071.45374544285,
Equities,LYB,LyondellBasell,,81.73,8226.461539717973,-6914.506076270096,672348.7016411499,
Equities,WST,West Pharmaceutical Services,,234.25,6755.061914727767,-5183.905987664719,1582373.253524979,
Equities,TROW,T. Rowe Price,,120.9,8846.489220508542,11308.470990774924,1069540.5467594827,
Equities,KMB,Kimberly-Clark,,132.03,1040.2562258573782,1523.980168619105,137345.02949994963,
Equities,ARE,Alexandria Real Estate Equities,,151.1,2180.588602991013,1549.985074972434,329486.9379119421,
Equities,APD,Air Products and Chemicals,,304.8,6129.296938851212,10327.695555345585,1868209.7069618497,
Equities,ALK,Alaska Air Group,,47.44,6751.980034382507,957.3703033826018,320313.9328311061,
Equities,CARR,Carrier Global,,43.75,4643.290866905747,-1204.981897370826,203143.9754271264,
Equities,HSY,Hershey's,,231.97,7928.701921927945,-1019.9271435712812,1839220.984829625,
Equities,ICE,Intercontinental Exchange,,107.04,6840.884785877519,6772.7449112082595,732248.3074803296,
Equities,CLX,Clorox,,145.3,2249.5394286614246,78.50298885944812,326858.07898450503,
Equities,AAL,American Airlines Group,,14.43,7520.630978352864,354.782733583653,108522.70501763184,
Equities,FOX,Fox Corporation (Class B),,30.29,9707.273393870726,-830.3835061077928,294033.3111003443,
Equities,TPR,"Tapestry, Inc.",,36.94,5210.636718486336,-5875.829772206979,192480.9203808852,
Equities,PKG,Packaging Corporation of America,,132.06,9629.300155254412,15100.546672908386,1271645.3785028977,
Equities,WM,Waste Management,,165.57,8727.62526029508,13442.541525246528,1445032.9143470563,
Equities,LIN,Linde plc,,332.85,7022.888977899628,33404.925861982985,2337568.5962938913,
Equities,ETR,Entergy,,113.93,691.9037939670745,709.4550192392638,78828.5992466688,
Equities,GPN,Global Payments,,103.0,8812.39529448364,3994.316833207451,907676.715331815,
Equities,JNJ,Johnson & Johnson,,174.14,5561.897779070057,-1223.054710067942,968548.8792472596,
Equities,EQR,Equity Residential,,62.76,2376.0797697564817,-43.589449250830086,149122.76634991678,
Equities,EIX,Edison International,,64.52,9313.099231830862,-10232.266379865514,600881.1624377272,
Equities,LLY,Eli Lilly and Company,,368.13,2226.9234245710286,-88.13044988178345,819797.3202873328,
Equities,AOS,A. O. Smith,,59.67,6903.645196757128,-5103.7662704597205,411940.50889049785,
Equities,AON,Aon,,306.58,6507.125473892332,30861.653916908137,1994954.527785911,
Equities,ECL,Ecolab,,148.33,647.2148630795546,1116.559585090943,96001.38064059032,
Equities,RF,Regions Financial Corporation,,22.52,4786.609964129154,710.2134949804472,107794.45639218854,
Equities,FE,FirstEnergy,,40.0,3208.5372980425695,-697.6044396651719,128341.49192170278,
Equities,FICO,Fair Isaac,,619.72,4437.068093013707,-20755.92637884436,2749739.8386024544,
Equities,HCA,HCA Healthcare,,238.58,2586.580526743995,-4919.288744519528,617106.3820705824,
Equities,CBOE,Cboe Global Markets,,125.87,8232.918495511607,-2999.6657729348935,1036277.451030046,
Equities,PH,Parker Hannifin,,295.36,3074.3339031160576,4952.105272788265,908035.2616243588,
